,mean,std
eqm,5.206374413201195,1.0353320903700138
hyp,10.022640765327896,3.7302977523895366
dist,133.2113068424297,90.59709915773166
log_dist,4.607416894024388,0.8429859412241661
log_vs30,5.981208371172646,0.31330390673669123
